kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id
132941-2,Acanthaceae,Justicia,infelix,,Justicia infelix,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 510 (1958),
50898-1,Acanthaceae,Justicia,inficiens,,Justicia inficiens,Vahl,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Enum. Pl. 1: 161 (1804),
50902-1,Acanthaceae,Justicia,ingrata,,Justicia ingrata,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notul. Syst. (Paris) 5: 119 (1936),
132943-2,Acanthaceae,Justicia,insolita,,Justicia insolita,Brandegee,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 2, 2: 195 (1889)",
50905-1,Acanthaceae,Justicia,insularis,,Justicia insularis,T.Anderson,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J. Proc. Linn. Soc., Bot. 7: 40 (1863)",
941180-1,Acanthaceae,Justicia,internodialis,,Justicia internodialis,B.Hansen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Nordic J. Bot. 9: 210 (1989),53577-1
132946-2,Acanthaceae,Justicia,involucrata,,Justicia involucrata,(Nees) Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Los Angeles County Mus. Contr. Sci. 32: 10 (1959),46351-1
132947-2,Acanthaceae,Justicia,iochila,,Justicia iochila,Mildbr.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notizbl. Bot. Gart. Berlin-Dahlem 9: 988 (1926),
962259-1,Acanthaceae,Justicia,irumuensis,,Justicia irumuensis,(Lindau) Bamps & Champl.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Jard. Bot. Natl. Belg. 60: 381 (1990),48056-1
279125-2,Acanthaceae,Justicia,irwinii,,Justicia irwinii,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Brittonia 41: 381 (1989),
132948-2,Acanthaceae,Justicia,ischnorhachis,,Justicia ischnorhachis,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 498 (1958),
60426714-2,Acanthaceae,Justicia,israelvargasii,,Justicia israelvargasii,Wassh. & J.R.I.Wood,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 58: 808 (2003 publ. 2004),
1063167-2,Acanthaceae,Justicia,isthmensis,,Justicia isthmensis,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 51: 490 (1999)",
60456557-2,Acanthaceae,Justicia,itatiaiensis,,Justicia itatiaiensis,Profice,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Rodriguésia 61: S86 (2010),31173-2
50914-1,Acanthaceae,Justicia,ivohibensis,,Justicia ivohibensis,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notul. Syst. (Paris) 8: 161 (1939),
132949-2,Acanthaceae,Justicia,ixodes,,Justicia ixodes,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Los Angeles County Mus. Contr. Sci. 32: 10 (1959),
279126-2,Acanthaceae,Justicia,ixtlania,,Justicia ixtlania,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 46: 283 (1990)",278971-2
132950-2,Acanthaceae,Justicia,jacobinioides,,Justicia jacobinioides,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 598 (1958),
77115447-1,Acanthaceae,Justicia,jacuipensis,,Justicia jacuipensis,A.L.A.Côrtes & Rapini,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 66: 457 (2011 publ. 2012),
132951-2,Acanthaceae,Justicia,jamaicensis,,Justicia jamaicensis,(Britton) Stearn,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Arnold Arbor. 52: 642 (1971),131005-2
77116131-1,Acanthaceae,Justicia,jamisonii,,Justicia jamisonii,Jongkind & Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 66: 609 (2012),
60456558-2,Acanthaceae,Justicia,japurensis,,Justicia japurensis,Profice,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Rodriguésia 61: S86 (2010),55054-1
301028-2,Acanthaceae,Justicia,jitotolana,,Justicia jitotolana,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 48: 263 (1995)",
50922-1,Acanthaceae,Justicia,johannae,,Justicia johannae,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Mém. Publiés Soc. Bot. France 1949: 96 (1950),
324238-2,Acanthaceae,Justicia,jujuyensis,,Justicia jujuyensis,C.Ezcurra,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bol. Soc. Argent. Bot. 25: 350 (1988),324239-2
50928-1,Acanthaceae,Justicia,kampotiana,,Justicia kampotiana,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notul. Syst. (Paris) 5: 118 (1936),
981970-1,Acanthaceae,Justicia,kanal,,Justicia kanal,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 48: 272 (1995)",31139-2
77148889-1,Acanthaceae,Justicia,karroica,,Justicia karroica,J.C.Manning & Goldblatt,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bothalia 44: 46 (2014),52530-1
77089455-1,Acanthaceae,Justicia,karsticola,,Justicia karsticola,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. Univ. Michigan Herb. 25: 183 (2007),
77147173-1,Acanthaceae,Justicia,kasamae,,Justicia kasamae,Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Zambes. 8(6): 222 (2015),
50934-1,Acanthaceae,Justicia,kempeana,,Justicia kempeana,F.Muell.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fragm. 11: 101 (1880),
50936-1,Acanthaceae,Justicia,keriana,,Justicia keriana,Sweet,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Hort. Brit.: 328 (1826),50694-1
50937-1,Acanthaceae,Justicia,kerrii,,Justicia kerrii,J.B.Imlay,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Misc. Inform. Kew 1939: 141 (1939),
60426706-2,Acanthaceae,Justicia,kessleri,,Justicia kessleri,Wassh. & J.R.I.Wood,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 58: 787 (2003 publ. 2004),
77109768-1,Acanthaceae,Justicia,kiborianensis,,Justicia kiborianensis,(Hedrén) Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Fl. Trop. E. Africa, Acanth.(2): 579 (2010)",951002-1
132952-2,Acanthaceae,Justicia,killipii,,Justicia killipii,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 628 (1958),
938040-1,Acanthaceae,Justicia,kirkbridei,,Justicia kirkbridei,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Revista Acad. Colomb. Ci. Exact. 65: 255 (1989),
50940-1,Acanthaceae,Justicia,kirkiana,,Justicia kirkiana,T.Anderson,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J. Proc. Linn. Soc., Bot. 7: 39 (1863)",
50941-1,Acanthaceae,Justicia,kiwuensis,,Justicia kiwuensis,Mildbr.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Arnold Arbor. 11: 53 (1930),
132953-2,Acanthaceae,Justicia,kleinii,,Justicia kleinii,Wassh. & L.B.Sm.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Ilustr. Catar. 1(Acantac.): 107 (1969),
50945-1,Acanthaceae,Justicia,kouytcheensis,,Justicia kouytcheensis,(H.Lév.) E.Hossain,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notes Roy. Bot. Gard. Edinburgh 32: 407 (1973),
997026-1,Acanthaceae,Justicia,kucharii,,Justicia kucharii,Hedrén,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Nordic J. Bot. 13: 649 (1993),
279127-2,Acanthaceae,Justicia,kuestera,,Justicia kuestera,V.A.W.Graham,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 43: 616 (1988),275627-2
77109758-1,Acanthaceae,Justicia,kulalensis,,Justicia kulalensis,Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Fl. Trop. E. Africa, Acanth.(2): 538 (2010)",
132954-2,Acanthaceae,Justicia,kunhardtii,,Justicia kunhardtii,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Mem. New York Bot. Gard. 10(4): 51 (1961),
132955-2,Acanthaceae,Justicia,kuntzei,,Justicia kuntzei,Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Herb. Boissier 3: 483 (1895),
50949-1,Acanthaceae,Justicia,kurzii,,Justicia kurzii,C.B.Clarke,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 527 (1885)",
995106-1,Acanthaceae,Justicia,kwangsiensis,,Justicia kwangsiensis,(H.S.Lo) H.S.Lo,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Guihaia 17: 51 (1997),46787-1
50951-1,Acanthaceae,Justicia,ladanoides,,Justicia ladanoides,Lam.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Tabl. Encycl. 1: 42 (1791),
50952-1,Acanthaceae,Justicia,laeta,,Justicia laeta,S.Moore,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Bot. 18: 311 (1880),
132958-2,Acanthaceae,Justicia,lamprophylla,,Justicia lamprophylla,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Fieldiana, Bot. 28: 559 (1953)",
132959-2,Acanthaceae,Justicia,lanceolata,,Justicia lanceolata,(Chapm.) Small,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Man. S.E. Fl.: 1231 (1933),78933-2
132961-2,Acanthaceae,Justicia,lanstyakii,,Justicia lanstyakii,Rizzini,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Revista Brasil. Biol. 6: 522 (1946),
50973-1,Acanthaceae,Justicia,laotica,,Justicia laotica,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notul. Syst. (Paris) 5: 113 (1936),
50982-1,Acanthaceae,Justicia,latiflora,,Justicia latiflora,Hemsl.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J. Linn. Soc., Bot. 26: 245 (1890)",
50986-1,Acanthaceae,Justicia,lavandulifolia,,Justicia lavandulifolia,(Nees) Pohl ex Nees,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"A.P.de Candolle, Prodr. 11: 348 (1847)",53626-1
50987-1,Acanthaceae,Justicia,laxa,,Justicia laxa,T.Anderson,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J. Proc. Linn. Soc., Bot. 7: 43 (1863)",
50989-1,Acanthaceae,Justicia,lazarus,,Justicia lazarus,S.Moore,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Bot. 18: 313 (1880),
50990-1,Acanthaceae,Justicia,leikipiensis,,Justicia leikipiensis,S.Moore,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Bot. 32: 137 (1894),
77126076-1,Acanthaceae,Justicia,lenticellata,,Justicia lenticellata,Champl.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Pl. Ecol. Evol. 146: 110 (2013),
289217-2,Acanthaceae,Justicia,leonardii,,Justicia leonardii,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Baileya 19: 3 (1973),292225-2
132962-2,Acanthaceae,Justicia,lepida,,Justicia lepida,(Moric.) Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Baileya 19: 3 (1973),131007-2
132963-2,Acanthaceae,Justicia,leptochlamys,,Justicia leptochlamys,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 551 (1958),
132964-2,Acanthaceae,Justicia,leptophylla,,Justicia leptophylla,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Fieldiana, Bot. 28: 560 (1953)",
50999-1,Acanthaceae,Justicia,leptostachya,,Justicia leptostachya,Hemsl.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J. Linn. Soc., Bot. 26: 245 (1890)",
132965-2,Acanthaceae,Justicia,leucerythra,,Justicia leucerythra,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 568 (1958),
51007-1,Acanthaceae,Justicia,leucodermis,,Justicia leucodermis,Schinz,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Verh. Bot. Vereins Prov. Brandenburg 31: 202 (1890),
51008-1,Acanthaceae,Justicia,leucoesthes,,Justicia leucoesthes,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Mém. Publiés Soc. Bot. France 1949: 96 (1950),
945736-1,Acanthaceae,Justicia,leucostachya,,Justicia leucostachya,(Bremek.) V.A.W.Graham,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 43: 598 (1988),53106-1
60442569-2,Acanthaceae,Justicia,leucothamna,,Justicia leucothamna,"(Standl.) T.F.Daniel, Carnevali & Tapia",SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 56: 615 (2005)",131008-2
60435875-2,Acanthaceae,Justicia,leucoxiphus,,Justicia leucoxiphus,"Vollesen, Cheek & Ghogue",SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 59: 129 (2004),
995111-1,Acanthaceae,Justicia,lianshanica,,Justicia lianshanica,(H.S.Lo) H.S.Lo,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Guihaia 17: 55 (1997),898155-1
132966-2,Acanthaceae,Justicia,lilloana,,Justicia lilloana,Ariza,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kurtziana 6: 84 (1971),
988687-1,Acanthaceae,Justicia,lilloi,,Justicia lilloi,(J.L.Lotti) C.Ezcurra,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Prov. Jujuy 9: 349 (1993),928442-1
51015-1,Acanthaceae,Justicia,linaria,,Justicia linaria,T.Anderson,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J. Proc. Linn. Soc., Bot. 7: 42 (1863)",
132968-2,Acanthaceae,Justicia,linearis,,Justicia linearis,B.L.Rob. & Greenm.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Amer. J. Sci., ser. 3, 1: 161 (1895)",
51025-1,Acanthaceae,Justicia,linearispica,,Justicia linearispica,C.B.Clarke,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 192 (1899)",
51028-1,Acanthaceae,Justicia,lineolata,,Justicia lineolata,Ruiz & Pav.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Peruv. 1: 9 (1798),
945770-1,Acanthaceae,Justicia,linifolia,,Justicia linifolia,(Lindau) V.A.W.Graham,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 43: 618 (1988),45820-1
60478482-2,Acanthaceae,Justicia,lithophila,,Justicia lithophila,Hammel & Kiel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Aliso 36: 35 (2018 publ. 2019),
51035-1,Acanthaceae,Justicia,lithospermoides,,Justicia lithospermoides,Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"R.E.Fries, Wiss. Erg. Schwed. Rhodesia-Kongo-Exp. 1911-1912, 1: 308 (1916)",
77098508-1,Acanthaceae,Justicia,littoralis,,Justicia littoralis,J.R.I.Wood,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 64: 54 (2009),131009-2
51037-1,Acanthaceae,Justicia,lobata,,Justicia lobata,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Mém. Publiés Soc. Bot. France 1949: 95 (1950),
51040-1,Acanthaceae,Justicia,loheri,,Justicia loheri,C.B.Clarke,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Publ. Bur. Sci. Gov. Lab. 35: 91 (1905 publ. 1906),
51045-1,Acanthaceae,Justicia,longiacuminata,,Justicia longiacuminata,Rusby,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Torrey Bot. Club 27: 78 (1900),
961636-1,Acanthaceae,Justicia,longii,,Justicia longii,Hilsenb.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Pl. Syst. Evol. 169: 231 (1990),318069-2
77200969-1,Acanthaceae,Justicia,longipetiolata,,Justicia longipetiolata,Y.Tong & Y.F.Deng,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Phytotaxa 413: 282 (2019),
51056-1,Acanthaceae,Justicia,longula,,Justicia longula,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notul. Syst. (Paris) 5: 116 (1936),
939044-1,Acanthaceae,Justicia,lorata,,Justicia lorata,Ensermu,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Nordic J. Bot. 9: 403 (1989 publ. 1990),
132972-2,Acanthaceae,Justicia,loretensis,,Justicia loretensis,Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Bull. Herb. Boissier, sér. 2, 4: 410 (1904)",
77126080-1,Acanthaceae,Justicia,lovoiensis,,Justicia lovoiensis,Champl.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Pl. Ecol. Evol. 146: 115 (2013),
77134747-1,Acanthaceae,Justicia,loxensis,,Justicia loxensis,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Ecuador 89: 136 (2013),
77093136-1,Acanthaceae,Justicia,lucindae,,Justicia lucindae,T.F.Daniel & V.W.Steinm.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. Univ. Michigan Herb. 25: 202 (2007),
77134750-1,Acanthaceae,Justicia,lugoi,,Justicia lugoi,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Ecuador 89: 146 (2013),
77109763-1,Acanthaceae,Justicia,lukei,,Justicia lukei,Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Fl. Trop. E. Africa, Acanth.(2): 547 (2010)",
132976-2,Acanthaceae,Justicia,lundellii,,Justicia lundellii,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Publ. Carnegie Inst. Wash. 461: 226 (1936),
289215-2,Acanthaceae,Justicia,luschnathii,,Justicia luschnathii,Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 350 (1895)",52165-1
60442536-2,Acanthaceae,Justicia,luzmariae,,Justicia luzmariae,"T.F.Daniel, Carnevali & Tapia",SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 56: 608 (2005)",
945740-1,Acanthaceae,Justicia,lythroides,,Justicia lythroides,(Nees) V.A.W.Graham,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 43: 603 (1988),278014-2
132978-2,Acanthaceae,Justicia,macarenensis,,Justicia macarenensis,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 555 (1958),
320656-2,Acanthaceae,Justicia,macrantha,,Justicia macrantha,Benth.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Pl. Hartw.: 78 (1841),
51088-1,Acanthaceae,Justicia,madagascariensis,,Justicia madagascariensis,Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bot. Jahrb. Syst. 20: 64 (1894),
301708-2,Acanthaceae,Justicia,madrensis,,Justicia madrensis,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 48: 265 (1995)",
77098509-1,Acanthaceae,Justicia,magdalenensis,,Justicia magdalenensis,J.R.I.Wood,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 64: 54 (2009),934496-1
300116-2,Acanthaceae,Justicia,maguirei,,Justicia maguirei,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Mem. New York Bot. Gard. 64: 235 (1990),
51093-1,Acanthaceae,Justicia,maingayi,,Justicia maingayi,C.B.Clarke,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 534 (1885)",
132982-2,Acanthaceae,Justicia,malacophylla,,Justicia malacophylla,Leonard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. U.S. Natl. Herb. 31: 589 (1958),
996327-1,Acanthaceae,Justicia,mandonii,,Justicia mandonii,(Lindau) Wassh. & C.Ezcurra,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Candollea 52: 174 (1997),31175-2
314067-2,Acanthaceae,Justicia,manserichensis,,Justicia manserichensis,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"BioLlania, Ed. Espec. 6: 545 (1997)",
935026-1,Acanthaceae,Justicia,mariae,,Justicia mariae,Hedrén,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Jard. Bot. Natl. Belg. 58: 135 (1988),
51102-1,Acanthaceae,Justicia,marojejiensis,,Justicia marojejiensis,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Soc. Bot. France 110: 399 (1964),
132983-2,Acanthaceae,Justicia,martiana,,Justicia martiana,(Nees) Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 350 (1895)",138547-2
132984-2,Acanthaceae,Justicia,martinsoniana,,Justicia martinsoniana,R.A.Howard,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Arnold Arbor. 49: 400 (1968),53672-1
302847-2,Acanthaceae,Justicia,masiaca,,Justicia masiaca,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Brittonia 47: 408 (1995),
51110-1,Acanthaceae,Justicia,matammensis,,Justicia matammensis,(Schweinf.) Oliv.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Trans. Linn. Soc. London 29: 130 (1875),45059-1
304973-2,Acanthaceae,Justicia,matogrossensis,,Justicia matogrossensis,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Proc. Biol. Soc. Washington 105: 671 (1992),
77202496-1,Acanthaceae,Justicia,matudae,,Justicia matudae,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 66: 67 (2019)",
51115-1,Acanthaceae,Justicia,maxima,,Justicia maxima,(Lindau) S.Moore,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Bot. 54: 289 (1916),48059-1
77089456-1,Acanthaceae,Justicia,maya,,Justicia maya,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Contr. Univ. Michigan Herb. 25: 186 (2007),
77147162-1,Acanthaceae,Justicia,mbalaensis,,Justicia mbalaensis,Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Fl. Zambes. 8(6): 170 (2015),
77205443-1,Acanthaceae,Justicia,mcdadeana,,Justicia mcdadeana,"A.S.Reis, A.Gil & Kameyama",SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Syst. Bot. 44: 703 (2019),
326817-2,Acanthaceae,Justicia,mcdowellii,,Justicia mcdowellii,Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Brittonia 54: 292 (2002 publ. 2003),
900146-1,Acanthaceae,Justicia,mckenleyi,,Justicia mckenleyi,Proctor,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Arnold Arbor. 63: 300 (1982),
51117-1,Acanthaceae,Justicia,mediocris,,Justicia mediocris,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Notul. Syst. (Paris) 9: 67 (1940),
279133-2,Acanthaceae,Justicia,medrani,,Justicia medrani,Henrickson & Hiriart,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Aliso 12: 50 (1988),
60426711-2,Acanthaceae,Justicia,megalantha,,Justicia megalantha,Wassh. & J.R.I.Wood,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 58: 801 (2003 publ. 2004),
974490-1,Acanthaceae,Justicia,mendax,,Justicia mendax,(Lindau) Wassh.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Monogr. Syst. Bot. Missouri Bot. Gard. 45: 1253 (1993),311253-2
51123-1,Acanthaceae,Justicia,mendoncae,,Justicia mendoncae,Benoist,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Bol. Soc. Brot., sér. 2, 24: 28 (1950)",
60426708-2,Acanthaceae,Justicia,mesetarum,,Justicia mesetarum,Wassh. & J.R.I.Wood,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 58: 792 (2003 publ. 2004),
51124-1,Acanthaceae,Justicia,metallica,,Justicia metallica,Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"T.A.Durand & H.F.Pittier, Primit. Fl. Costaric. 2: 311 (1900)",
132985-2,Acanthaceae,Justicia,metallicorum,,Justicia metallicorum,S.Moore,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Trans. Linn. Soc. London, Bot. 4: 430 (1895)",
51126-1,Acanthaceae,Justicia,metallorum,,Justicia metallorum,P.A.Duvign.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Bull. Soc. Roy. Bot. Belgique 96: 148 (1963),
77202497-1,Acanthaceae,Justicia,mexiae,,Justicia mexiae,T.F.Daniel,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 66: 71 (2019)",
132987-2,Acanthaceae,Justicia,meyeniana,,Justicia meyeniana,(Nees) Lindau,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 350 (1895)",46365-1
60475758-2,Acanthaceae,Justicia,micrantha,,Justicia micrantha,Wall. ex C.B.Clarke,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 536 (1885)",53680-1
51133-1,Acanthaceae,Justicia,microcarpa,,Justicia microcarpa,Ridl.,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,J. Straits Branch Roy. Asiat. Soc. 86: 306 (1922),
77109729-1,Acanthaceae,Justicia,microthyrsa,,Justicia microthyrsa,Vollesen,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,"Fl. Trop. E. Africa, Acanth.(2): 512 (2010)",
945732-1,Acanthaceae,Justicia,migeodii,,Justicia migeodii,(S.Moore) V.A.W.Graham,SPECIES,Accepted,,,,326849-2,Justicia,L.,In review,Kew Bull. 43: 591 (1988),55153-1
